1,BDM,Plot_id,TubeNo,NUMBERWORKERS,NUMBERQUEENS,NUMBERMALES,NUMBERLARVAE,NUMBERCOCOONS,IDENTIFIER,GENUSID,SPECIESID,DATEIDENTIFICATION,CONFIRMEDID,SPECIESIDFINAL,COMMENTSID,BARCODELABEL,PREPARATION,SPECIFICAUTHOROFRECORD,SPECIFYEVENT,PROJECT,DIGITIZEDBY,DIGITIZEDDATE,X24,identified,COMMENTSqc,TypeOfSample,TypeOfOpen,Categorie,mixedForest,X,Y,lat,lon,FixTimeGPS,bio1_tmean_8110,bio2_dr_8110,bio1_tmean_8110_8111,bio2_dr_8110_8111,bio5_tmaxw_8110,bio6_tminc_8110,bio7_tar_8110,bio8_twetq_8110,bio9_tdryq_8110,bio10_twarmq_8110,bio11_tcoldq_8110,bio12_p_8110,bio13_pwet_8110,bio14_pdry_8110,bio15_ps_8110,bio16_pwetq_8110,bio17_pdryq_8110,bio18_pwarmq_8110,bio19_pcoldq_8110,mnt25,slope25,topo,south,gt_ch_100,LU18_46cl,LC18_27cl,propArea,region,el_mean,el_median,el_stdev,el_min,el_max,el_range,MAT_mean,MAT_median,TAR_mean,TAR_median,Tmin_mean,Tmin_median,Tmax_mean,Tmax_median,BDM_id,Date,Sample_date,SoilTemp,SoilTempAnomaly,Grass,Forb,Shrub,Bare,Litter,Moss,Plot_id_orig,SoilTempSiteMean,geometry,nPlots,el_plot,slope_plot
190,521166,281501,9990199,10,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,NA,ZoneConstruite,0,521089.9824,166417.0234,46.645611,6.408713,NA,727,769,3078,63996,2097,-403,2500,388,271,1526,79,143937,14644,10546,1000,40413,33005,33626,37049,830.9,7.413445,-15,61,3,122,11,0.136747142,Low,796.0710963,791,31.99089772,728,878,150,86.59612297,87.5,261.8997885,262,-33.40387703,-32.5,228.4845607,229.5,28,20190720,20.07.2019,,,2,2,0,2,3,0,281501,21.62142857,"c(713411.149753101, 5884418.87148889)",25,832,13.2257576
657,503150,341200,9990200,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,503487.9848,149940.617,46.495083,6.18225,08.07.19 06:55,581,675,2952,60190,1850,-436,2286,288,108,1340,-37,189421,18217,13450,938,53175,42885,44781,47652,1278.4,8.523391,7,77,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
156,569134,50103,9990201,10,NA,NA,NA,NA,TS,Formica,Form_rufi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,soil,pasture,Autre,0,569436.7294,134029.862,46.358205,7.042432,NA,618,852,3425,61112,1980,-506,2486,1380,159,1380,-9,154767,15767,10817,1255,45447,33869,45447,36367,1069.2,10.27843,-56,100,17,223,21,0.294363621,Alps,1202.197174,1176,130.3389701,929,1466,537,62.5,62.5,269.5,269.5,-62.5,-62.5,207,207,5,20190718,18.07.2019,23,5.641666667,4,2,0.1,0.1,0,0,50103,17.35833333,"c(783962.07698723, 5837936.0833297)",24,1056,15.90172005
741,509158,350104,9990202,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_sabu,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,509431.5311,158581.8622,46.573648,6.257972,NA,551,694,3002,60163,1826,-486,2312,266,1276,1309,-68,199138,20462,14094,1106,56633,44948,45577,52937,1332.7,2.219802,-35,53,19,242,21,0.551611919,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,18.1,0.436,4,4,0,1,3,2,350104,17.664,"c(696620.188499949, 5872748.13622163)",25,1337,9.048837662
30,539158,130604,9990203,10,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetMixe,51,539173.1622,158631.6073,46.577466,6.64596,NA,969,727,2910,66137,2375,-124,2499,1612,520,1796,302,125132,12328,7287,1523,34650,25384,34087,27750,760.9,9.540755,11,58,3,301,41,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,18.8,-1.396666667,0,0.1,2,1,5,2,919,20.19666667,"c(739824.702065252, 5873377.11491942)",30,770,21.18096352
654,503150,341200,9990204,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,503471.0281,149920.5085,46.4949,6.182033,08.07.19 07:03,581,674,2951,60168,1849,-436,2285,288,108,1339,-37,189160,18200,13432,940,53121,42824,44703,47592,1275.4,6.783354,5,80,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
731,509158,350402,9990206,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetConifere,0,509575.7174,158598.4343,46.573817,6.25985,05.07.19 09:54,551,694,3004,60155,1826,-486,2312,265,1276,1308,-68,198306,20370,13999,1101,56390,44862,45481,52679,1343.4,8.566611,-32,35,19,242,44,0.146312736,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,12.4,-5.264,3,4,1,1,3,3,350402,17.664,"c(696832.579261228, 5872796.7951972)",25,1345,2.718456984
722,509158,351201,9990207,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_sabu,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,PrairieSeche,0,509030.3424,158273.1704,46.570817,6.2528,05.07.19 07:29,561,701,3012,60468,1843,-483,2326,271,1288,1322,-60,200053,20562,14245,1110,56871,45002,45631,53235,1323.9,8.574397,-33,0,19,242,47,0.152087089,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,14.2,-3.464,2,5,1,0.1,0.1,3,351201,17.664,"c(696062.359411748, 5872279.64514623)",25,1322,11.87131691
683,509158,350100,9990208,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,509534.1353,157958.0086,46.56805,6.259433,05.07.19 12:38,551,692,2999,60087,1824,-484,2308,266,1275,1307,-68,196089,20109,13770,1090,55775,44579,45176,51929,1336.2,2.049396,-47,97,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
644,503150,340600,9990209,NA,NA,NA,NA,NA,TS,Formica,Form_prat,2019,NA,NA,to be checked,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,transect,NA,ForetMixe,26,503583.7915,150442.963,46.499616,6.183393,08.07.19 12:38,582,676,2955,60227,1853,-436,2289,288,109,1341,-36,191680,18359,13598,921,53626,43420,45460,48181,1262,17.99042,-16,54,19,301,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
147,569134,50404,9990210,8,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,other,ForetConifere,17,569828.6972,134314.9797,46.360788,7.047507,NA,618,854,3430,61174,1982,-509,2491,1380,159,1380,-10,157571,15971,10962,1228,46070,34551,46070,37265,1038.3,31.69731,-95,45,22,223,21,0.265892756,Alps,1202.197174,1176,130.3389701,929,1466,537,62.5,62.5,269.5,269.5,-62.5,-62.5,207,207,5,20190718,18.07.2019,15.3,-2.058333333,0,0.1,2,2,5,2,50404,17.35833333,"c(784525.03728418, 5838356.36412974)",24,1071,30.18132591
743,509158,350104,9990211,NA,NA,NA,NA,NA,TS,Formica,Form_lema,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,soil,pasture,Autre,0,509428.5126,158580.271,46.573633,6.257933,05.07.19 09:21,551,694,3002,60163,1826,-486,2312,266,1276,1309,-68,199138,20462,14094,1106,56633,44948,45577,52937,1332.7,2.219802,-35,53,19,242,21,0.551611919,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,18.1,0.436,4,4,0,1,3,2,350104,17.664,"c(696620.188499949, 5872748.13622163)",25,1337,9.048837662
31,539158,130604,9990212,15,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,NA,ForetMixe,33,539170.7047,158632.5544,46.577474,6.645928,NA,969,727,2910,66137,2375,-124,2499,1612,520,1796,302,125132,12328,7287,1523,34650,25384,34087,27750,757.9,7.422179,9,58,3,301,41,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,18.8,-1.396666667,0,0.1,2,1,5,2,919,20.19666667,"c(739824.702065252, 5873377.11491942)",30,770,21.18096352
130,57201203,410902,9990213,10,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,other,lisiere,0,572138.144,121007.8609,46.241169,7.078315,NA,570,813,3346,60336,1903,-526,2429,1322,107,1322,-52,164985,16976,11602,1348,49253,36352,49253,38103,1615.8,21.57556,-126,27,3,242,21,0.209856484,Alps,1880.315345,1855,182.8106172,1557,2250,693,23.5,23.5,268,268,-100.5,-100.5,167.5,167.5,41,20190717,17.07.2019,12.1,-0.160869565,3,3,2,1,1,1,410902,12.26086957,"c(787963.66216066, 5819081.38208871)",23,1622,21.02437592
27,539158,130602,9990214,4,NA,NA,NA,NA,Salata,Temnothorax,Temn_nyla,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetMixe,45,539486.7806,158477.5006,46.576108,6.650072,NA,963,728,2915,66067,2366,-130,2496,1605,513,1789,296,125241,12339,7287,1525,34688,25404,34127,27761,772.9,5.515747,8,89,3,301,41,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,18.3,-1.896666667,1,4,3,0,4,1,916,20.19666667,"c(740283.322970937, 5873153.48097716)",30,777,5.183318615
976,58041300,441106,9990215,NA,NA,NA,NA,NA,TS,Formica,Form_lema,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,soil,NA,pierrier,0,580897.9714,130432.7682,46.326268,7.19151,NA,328,816,3396,58884,1633,-770,2403,1060,-148,1060,-283,235504,23549,15604,1310,69073,51272,69073,57289,2047.5,25.17159,-159,74,17,421,52,0.370817565,Alps,2065.408367,2065,186.2608052,1623,2577,954,7.5,7.5,265,265,-115.5,-115.5,150,150,44,20190711,11.07.2019,16.3,0.53125,1,2,0.1,5,0.1,0.1,441106,15.76875,"c(800555.983679249, 5832788.28119752)",20,2046,34.15061188
29,539158,130101,9990216,4,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,meadow,Autre,0,539011.6087,158331.7705,46.574754,6.643892,NA,977,725,2901,66205,2383,-116,2499,1621,529,1804,309,124617,12274,7262,1525,34529,25274,33964,27622,747.7,2.466857,3,99,3,162,15,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,29.6,9.403333333,5,2,0,0,0,0,1201,20.19666667,"c(739595.957884598, 5872934.6214933)",30,741,0.608299136
691,509158,350100,9990217,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,509900.0027,158326.7674,46.571417,6.264133,05.07.19 12:12,546,690,2996,60000,1817,-487,2304,263,1270,1302,-72,198296,20333,13867,1086,56397,45220,45926,52403,1365.6,8.538406,-32,61,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
658,503150,341200,9990218,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,503487.9848,149940.617,46.495083,6.18225,08.07.19 06:59,581,675,2952,60190,1850,-436,2286,288,108,1340,-37,189421,18217,13450,938,53175,42885,44781,47652,1278.4,8.523391,7,77,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
670,509158,350107,9990219,NA,NA,NA,NA,NA,NA,Tetramorium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,pasture,Autre,0,509438.1089,157977.5468,46.568213,6.258177,NA,551,692,3000,60092,1824,-484,2308,265,1275,1307,-68,197061,20212,13866,1093,56037,44723,45330,52240,1336,4.045527,-44,29,19,242,47,0.551611919,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,15.7,-1.964,3,2,0,2,0,1,350107,17.664,"c(696658.313224057, 5871879.53256674)",25,1354,6.015225887
NA,527174,240100,9990220,NA,NA,NA,NA,NA,NA,Lasius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,crop,Autre,0,527214.629,174409.9301,46.718211,6.487448,03.09.19 07:32,890,780,3048,66010,2313,-245,2558,512,453,1710,219,108082,9993,7752,939,29019,23365,27649,26792,640.6,0.373523,17,17,3,221,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03.09.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
647,503150,340100,9990221,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,503278.9235,150349.8786,46.498735,6.179441,08.07.19 09:23,583,677,2955,60244,1854,-436,2290,289,110,1342,-35,191879,18372,13616,920,53671,43472,45502,48228,1267.8,4.973328,-14,47,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
19,539158,130605,9990222,2,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetMixe,100,539031.9354,158592.4603,46.577101,6.644123,NA,974,726,2905,66195,2381,-119,2500,1618,526,1802,306,124724,12285,7270,1523,34547,25300,33981,27657,751,6.425261,8,66,3,301,41,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,20.8,0.603333333,0,1,4,1,5,2,918,20.19666667,"c(739621.323250521, 5873314.59091061)",30,757,6.000051022
655,503150,341200,9990223,NA,NA,NA,NA,NA,NA,Coptoformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,503463.234,149913.2225,46.494833,6.181933,08.07.19 07:07,582,675,2952,60201,1852,-436,2288,289,110,1341,-35,189293,18210,13442,939,53150,42857,44737,47625,1275.4,6.783354,5,80,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
643,503150,340400,9990224,NA,NA,NA,NA,NA,TS,Formica,Form_prat,2019,NA,NA,to be checked,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,transect,NA,ForetConifere,0,503417.8216,150740.7662,46.502271,6.181169,NA,575,673,2949,60088,1841,-441,2282,284,101,1332,-42,191129,18308,13541,920,53461,43272,45368,48039,1296.4,16.52379,-3,40,19,301,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
677,509158,350100,9990225,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,509574.4551,158224.4768,46.570453,6.259907,NA,550,693,3000,60104,1823,-486,2309,264,1274,1306,-69,197747,20296,13920,1095,56228,44855,45472,52461,1348.6,4.109015,-34,40,19,242,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
682,509158,350100,9990226,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,509898.642,158321.2295,46.571367,6.264117,05.07.19 12:11,546,690,2996,60000,1817,-487,2304,263,1270,1302,-72,198296,20333,13867,1086,56397,45220,45926,52403,1365.6,8.538406,-32,61,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
2,539158,130402,9990227,4,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetConifere,0,539832.6962,158590.5372,46.577156,6.65457,NA,942,731,2929,65900,2344,-151,2495,1582,492,1766,278,125670,12396,7342,1510,34745,25540,34174,27916,799.2,6.81496,16,81,8,301,41,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,18.3,-1.896666667,0,0.1,3,1,4,5,689,20.19666667,"c(740784.339902875, 5873324.27204813)",30,800,7.260746002
703,509158,350112,9990228,NA,NA,NA,NA,NA,TS,Temnothorax,Temn_tube,2019,oui (Salata),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,pasture,Autre,0,509646.8427,158313.3422,46.571262,6.260834,NA,549,693,3001,60076,1822,-486,2308,264,1274,1306,-69,197738,20294,13905,1094,56226,44888,45511,52442,1343.8,2.119779,-38,80,19,242,21,0.551611919,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,22.1,4.436,4,2,0,2,0,1,350112,17.664,"c(696955.300888016, 5872368.9902146)",25,1371,9.359545708
707,509158,351203,9990229,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_sabu,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,PrairieSeche,0,508942.9425,158407.8923,46.572017,6.251633,05.07.19 08:11,566,704,3018,60626,1851,-483,2334,274,1294,1328,-57,199965,20556,14255,1111,56839,44969,45594,53218,1325.5,1.743525,-27,11,19,242,21,0.152087089,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,16.7,-0.964,5,3,0,3,0.1,1,351203,17.664,"c(695924.805568246, 5872480.81065872)",25,1328,10.24863052
740,509158,350104,9990230,NA,NA,NA,NA,NA,TS,Myrmica,Myrm_sabu,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,509429.7825,158585.4415,46.57368,6.257949,NA,552,695,3003,60176,1827,-486,2313,266,1277,1309,-67,199169,20467,14098,1106,56642,44949,45578,52950,1332.7,2.219802,-35,53,19,242,21,0.551611919,Jura,1351.543379,1349,17.48633546,1314,1416,102,53.5,53.5,258,258,-63.5,-63.5,194,194,35,20190705,05.07.2019,18.1,0.436,4,4,0,1,3,2,350104,17.664,"c(696620.188499949, 5872748.13622163)",25,1337,9.048837662
26,539158,130504,9990232,10,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,NA,ForetFeuillus,100,539015.0677,157993.9038,46.571715,6.643982,NA,978,723,2897,66175,2382,-114,2496,1621,529,1805,310,124109,12218,7244,1529,34413,25164,33849,27493,740.4,5.296084,-14,63,8,301,41,NA,Low,772.2057106,775,20.7170266,711,819,108,88.5,88.5,265.5,265.5,-34.25,-34,231.5,231.5,13,20190701,01.07.2019,19.2,-0.996666667,2,2,4,0,5,1,811,20.19666667,"c(739605.68718071, 5872443.90110934)",30,745,4.740301609
680,509158,350100,9990234,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,pasture,Autre,0,509806.5594,158442.4754,46.572445,6.262892,NA,548,691,2998,60041,1820,-486,2306,264,1272,1304,-70,197727,20285,13861,1090,56229,44997,45651,52355,1353.7,4.646818,-36,53,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
1342,521150,321501,9990235,NA,NA,NA,NA,NA,NA,Serviformica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,soil,other,ZoneConstruite,0,521140.2097,150650.6,46.503784,6.412068,NA,1014,763,2969,67113,2465,-106,2571,624,571,1853,334,107423,10497,7587,1066,29206,23242,26897,26469,521.7,1.348963,8,94,5,122,11,0.083877069,Low,509.8735099,508,11.99395103,489,550,61,104.5,104.5,266,266,-18,-18,247.5,247.5,32,20190823,23.08.2019,19.4,0.708,3,3,0,1,0,0,321501,18.692,"c(713789.761715338, 5861451.09024042)",25,527,8.162308693
664,509158,351200,9990236,NA,NA,NA,NA,NA,Lebas,Formica,pressilabris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,transect,NA,PrairieSeche,0,508960.6298,158394.6551,46.5719,6.251867,05.07.19 07:52,566,704,3018,60626,1851,-483,2334,274,1294,1328,-57,199965,20556,14255,1111,56839,44969,45594,53218,1324.5,4.979781,-28,20,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
239,575126,30106,9990237,5,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_scab,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,575873.4096,126224.0601,46.288242,7.126477,NA,516,866,3492,59805,1863,-616,2479,1259,44,1259,-105,187025,19078,12966,1339,55459,40694,55459,44302,1497.3,22.7094,-119,94,7,301,44,0.520297669,Alps,1629.718954,1588,198.1879005,1349,2050,701,42.22131623,37.5,269.4097201,269,-82.64046109,-87,186.1723127,181.5,3,20190715,15.07.2019,14.5,0.673913043,4,3,0,1,0,0.1,30106,13.82608696,"c(793312.424090295, 5826662.87685265)",23,1504,22.20752335
262,503150,340104,9990238,10,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_scab,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,pasture,Autre,0,503189.3176,150250.0065,46.497823,6.178295,08.07.19 08:36,588,679,2959,60333,1862,-433,2295,292,115,1348,-31,191829,18374,13611,922,53670,43467,45473,48230,1250.8,10.42618,-24,100,19,242,21,0.508120001,Jura,1275.360892,1275,25.03325228,1194,1343,149,59.5,59.5,259,259,-58.5,-58.5,199.5,199.5,34,20190708,08.07.2019,,,5,2,0,0,0,0,340104,17.14117647,"c(687769.911934384, 5860496.52189539)",25,1261,6.523492813
409,521174,290604,9990239,7,NA,NA,NA,NA,TS,Temnothorax,Temn_nyla,2019,oui (Salata),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temnothorax,NA,soil,NA,ForetMixe,28,521912.4709,174731.213,46.720501,6.418041,NA,773,804,3105,65669,2179,-412,2591,413,1533,1587,113,148346,14990,10638,1004,41459,33327,34238,39875,661.9,14.83567,-77,30,19,303,44,0.251380827,Low,747.6990033,748,63.61527141,628,874,246,86.16627175,85.5,260.5602484,260.5,-33.27200067,-33.5,227.1662718,226.5,29,20190729,29.07.2019,16.5,-0.283333333,0,0.1,2,3,4,3,290604,16.78333333,"c(714452.184293752, 5896571.85974178)",24,674,13.96986675
158,569134,50103,9990240,10,NA,NA,NA,NA,Salata,Lasius,Lasi_flav,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasius,NA,soil,pasture,Autre,0,569436.4185,134028.4872,46.358193,7.042428,NA,618,852,3425,61112,1980,-506,2486,1380,159,1380,-9,154767,15767,10817,1255,45447,33869,45447,36367,1069.2,10.27843,-56,100,17,223,21,0.294363621,Alps,1202.197174,1176,130.3389701,929,1466,537,62.5,62.5,269.5,269.5,-62.5,-62.5,207,207,5,20190718,18.07.2019,23,5.641666667,4,2,0.1,0.1,0,0,50103,17.35833333,"c(783962.07698723, 5837936.0833297)",24,1056,15.90172005
148,569134,50404,9990241,10,NA,NA,NA,NA,Galkowski,Myrmica,Myrm_rugi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrmica,NA,soil,other,ForetConifere,17,569827.8124,134315.8592,46.360796,7.047495,NA,618,854,3430,61174,1982,-509,2491,1380,159,1380,-10,157571,15971,10962,1228,46070,34551,46070,37265,1038.3,31.69731,-95,45,22,223,21,0.265892756,Alps,1202.197174,1176,130.3389701,929,1466,537,62.5,62.5,269.5,269.5,-62.5,-62.5,207,207,5,20190718,18.07.2019,15.3,-2.058333333,0,0.1,2,2,5,2,50404,17.35833333,"c(784525.03728418, 5838356.36412974)",24,1071,30.18132591
717,509158,350400,9990242,NA,NA,NA,NA,NA,TS,Formica,Form_lugubris/paralugubris,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica,NA,transect,NA,ForetConifere,0,509025.0541,158118.5682,46.569425,6.252762,05.07.19 06:52,559,700,3013,60384,1839,-484,2323,270,1286,1318,-62,200092,20554,14237,1107,56868,45043,45674,53235,1348.4,9.118985,-14,1,19,242,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05.07.2019,,,,,,,,,NA,NA,"c(NA, NA)",NA,NA,NA
